index_counter,name,latitude,longitude,region,auth_area,elevation
2716,Knole,51.2645,0.2104,South East,Kent,160
2717,Knotty Ash,53.4136,-2.8894,North West,Merseyside,42
2718,Knutsford,53.3003,-2.3704,North West,Cheshire East,62
2719,Kyle Of Lochalsh,57.2813,-5.7121,Northern Scottish Highlands,Highland,9
2720,La Seigneurie (Sark),49.4386,-2.3617,South West,Guernsey,94
2721,Ladhar Bheinn,57.0758,-5.5889,Northern Scottish Highlands,Highland,1020
2722,Lanchester,54.8222,-1.7388,North East,Durham,114
2723,Land's End,50.0641,-5.709,South West,Cornwall,63
2724,Langholm,55.153,-2.9975,Scottish Border,Dumfries and Galloway,83
2725,Langside,55.8213,-4.2859,Western Scotland,Glasgow,28
2726,Lea Gardens,53.1092,-1.5154,East Midlands,Derbyshire,190
2727,Stirling Youth Hostel (St. John Street),56.1224,-3.9465,Central Scotland,Stirling,50
2728,Stirling Youth Hostel (Union Street),56.1268,-3.9445,Central Scotland,Stirling,67
2729,Stob Ghabhar,56.5651,-4.8767,Northern Scottish Highlands,Argyll and Bute,1087
2730,Stockport,53.4065,-2.1574,North West,Greater Manchester,67
2731,Stocksbridge,53.4825,-1.5922,Yorkshire & Humber,South Yorkshire,163
2732,Stockton-On-Tees,54.5718,-1.3233,North East,Stockton-on-Tees,10
2733,Stornoway Airport,58.2171,-6.3308,Northern Scottish Highlands,Na h-Eileanan Siar,2
2734,Strabane,54.8254,-7.4617,Northern Ireland,County Tyrone,8
2735,Watergate Bay (Beach),50.4467,-5.0426,South West,Cornwall,0
2736,Newquay - Great Western (Beach),50.416,-5.0778,South West,Cornwall,0
2737,Newquay - Towan (Beach),50.4153,-5.0844,South West,Cornwall,0
2738,Perranporth - Penhale Sands (Beach),50.3711,-5.1476,South West,Cornwall,0
2739,Portreath (Beach),50.2613,-5.2939,South West,Cornwall,0
2740,The Towans - Godrevy (Beach),50.2124,-5.4075,South West,Cornwall,0
2741,Porthcurno (Beach),50.043,-5.6506,South West,Cornwall,0
2742,Perranuthnoe (Perran Sands) (Beach),50.1121,-5.4411,South West,Cornwall,0
2743,Praa Sands East (Beach),50.0991,-5.3786,South West,Cornwall,0
2744,Lizard Church Cove (Beach),50.0376,-5.2678,South West,Cornwall,0
2745,Porthcurnick (Beach),50.1856,-4.9723,South West,Cornwall,0
2746,Pendower Beach (Beach),50.2061,-4.9407,South West,Cornwall,0
2747,Polstreath (Beach),50.275,-4.7836,South West,Cornwall,0
2748,Porthpean (Beach),50.3235,-4.766,South West,Cornwall,0
2749,Duporth Beach (Beach),50.3277,-4.7614,South West,Cornwall,0
2750,Charlestown (Beach),50.3316,-4.7546,South West,Cornwall,0
2751,Millendreath (Beach),50.3594,-4.4396,South West,Cornwall,0
2752,Saunton Sands (Beach),51.1032,-4.225,South West,Devon,0
2753,Bantham (Beach),50.2784,-3.8785,South West,Devon,0
2754,Thurlestone - South (Beach),50.2604,-3.858,South West,Devon,0
2755,Slapton Sands - Monument (Beach),50.2965,-3.6377,South West,Devon,0
2756,Dartmouth Castle And Sugary Cove (Beach),50.3415,-3.5662,South West,Devon,0
2757,St Mary's Bay (Beach),50.3868,-3.5038,South West,Torbay,0
2758,Broadsands Beach (Beach),50.4065,-3.5547,South West,Torbay,0
2759,Paignton - Paignton Sands (Beach),50.437,-3.5586,South West,Torbay,0
2760,Paignton - Preston Sands (Beach),50.4431,-3.5567,South West,Torbay,0
2761,Qpr F.C.,51.50927,-0.23218,South East,Greater London,10
2762,Ayr United F.C.,55.4697,-4.62,Western Scotland,South Ayrshire,15
2763,Excel,51.509,-0.029,South East,Greater London,8
2764,Sudbury,52.0406,0.7284,Eastern England,Suffolk,31
2765,Ansteys Cove (Beach),50.473,-3.5021,South West,Torbay,0
2766,Watcombe (Beach),50.4959,-3.5154,South West,Torbay,0
2767,Sidmouth - Jacobs Ladder (Beach),50.6747,-3.2517,South West,Devon,0
2768,Weymouth - Central (Beach),50.6104,-2.4522,South West,Dorset,0
2769,Studland - Knoll Beach (Beach),50.6534,-1.953,South West,Dorset,0
2770,Poole - Harbour Rockley Sand (Beach),50.719,-2.0397,South West,Poole,0
2771,Poole - Harbour Lake (Beach),50.7134,-2.0232,South West,Poole,0
2772,"Poole - Shore Road, Sandbanks (Beach)",50.6946,-1.9295,South West,Poole,4
2773,Bournemouth - Boscombe Pier (Beach),50.7195,-1.8431,South West,Bournemouth,0
2774,Totland Bay (Beach),50.6826,-1.5445,South East,Isle of Wight,0
2775,St Helens (Beach),50.6988,-1.0986,South East,Isle of Wight,0
2776,Sandown - Yaverland (Beach),50.6613,-1.1357,South East,Isle of Wight,0
2777,Lepe (Beach),50.784,-1.3528,South East,Hampshire,0
2778,Calshot (Beach),50.809,-1.3186,South East,Hampshire,0
2779,Hayling Island - West Hayling (Beach),50.7845,-0.9974,South East,Hampshire,0
2780,Hayling Island - West Beachlands (Beach),50.7838,-0.9889,South East,Hampshire,0
2781,Bracklesham Bay (Beach),50.7609,-0.8604,South East,West Sussex,0
2782,Selsey (Beach),50.7278,-0.78,South East,West Sussex,0
2783,Middleton-On-Sea (Beach),50.7909,-0.6048,South East,West Sussex,0
2784,Newhaven - West Quay (Beach),50.7805,0.0503,South East,East Sussex,0
2785,Eastbourne (Beach),50.7626,0.2878,South East,East Sussex,0
2786,Dymchurch (Beach),51.0339,1.0122,South East,Kent,0
2787,Hythe (Beach),51.0653,1.0836,South East,Kent,0
2788,Sandgate Beach,51.0721,1.1348,South East,Kent,0
2789,Dover Harbour (Beach),51.1211,1.3144,South East,Kent,0
2790,Sandwich Bay (Beach),51.2819,1.3801,South East,Kent,0
2791,Southend - Chalkwell Beach (Beach),51.5366,0.6774,Eastern England,Southend-on-Sea,0
2792,Southend - Jubilee Beach (Beach),51.5319,0.7241,Eastern England,Southend-on-Sea,0
2793,Shoeburyness (Beach),51.5237,0.7735,Eastern England,Southend-on-Sea,0
2794,Shoebury East (Beach),51.5317,0.803,Eastern England,Southend-on-Sea,0
2795,Jaywick (Beach),51.7754,1.1229,Eastern England,Essex,0
2796,Clacton (Beach),51.7949,1.1756,Eastern England,Essex,0
2797,Frinton-On-Sea (Beach),51.8319,1.2521,Eastern England,Essex,0
2798,Felixstowe - South (Beach),51.951,1.3385,Eastern England,Suffolk,0
2799,Caister Point (Beach),52.646,1.737,Eastern England,Norfolk,0
2800,Hunstanton - Main Beach,52.9367,0.4836,Eastern England,Norfolk,0
2801,Chapel St Leonards (Beach),53.2237,0.3399,East Midlands,Lincolnshire,0
2802,Mablethorpe Town (Beach),53.3429,0.2656,East Midlands,Lincolnshire,0
2803,Cleethorpes (Beach),53.5596,-0.0256,East Midlands,North East Lincolnshire,0
2804,Hornsea (Beach),53.913,-0.1599,Yorkshire & Humber,East Riding of Yorkshire,0
2805,Cayton Bay (Beach),54.2444,-0.3601,Yorkshire & Humber,North Yorkshire,0
2806,Redcar - Lifeboat Station (Beach),54.6189,-1.0629,North East,Redcar and Cleveland,0
2807,Seaton Carew - North Gare (Beach),54.658,-1.1838,North East,Hartlepool,0
2808,Newbiggin - North (Beach),55.1855,-1.506,North East,Northumberland,0
2809,Druridge Bay North (Beach),55.2792,-1.5698,North East,Northumberland,0
2810,Amble Links (Beach),55.3255,-1.5547,North East,Northumberland,0
2811,Bamburgh Castle (Beach),55.6109,-1.7036,North East,Northumberland,0
2812,Spittal (Beach),55.7582,-1.9887,North East,Northumberland,0
2813,New Brighton (Wallasey) (Beach),53.4331,-3.0768,North West,Merseyside,0
2814,Prestatyn Gronant Dunes (Beach),53.3518,-3.3536,Wales,Flintshire,0
2815,Beaumaris (Beach),53.2625,-4.0899,Wales,Isle of Anglesey,0
2816,Traeth Lligwy (Beach),53.3606,-4.2642,Wales,Isle of Anglesey,0
2817,Porth Dafarch (Beach),53.2878,-4.6508,Wales,Isle of Anglesey,0
2818,Llanfaelog - Porth Nobla (Beach),53.2117,-4.5014,Wales,Isle of Anglesey,0
2819,Rhosneigr - Traeth Crigyll (Beach),53.228,-4.5234,Wales,Isle of Anglesey,0
2820,Tal-Y-Bont (Beach),52.7694,-4.1071,Wales,Gwynedd,0
2821,Fairbourne (Beach),52.6963,-4.0576,Wales,Gwynedd,0
2822,Aberystwyth - South (Beach),52.4121,-4.0898,Wales,Ceredigion,0
2823,Tresaith (Beach),52.1354,-4.5175,Wales,Ceredigion,0
2824,Aber Mawr Bay (Beach),51.9692,-5.0838,Wales,Pembrokeshire,0
2825,Abereiddy Bay - Slipway (Beach),51.9363,-5.2059,Wales,Pembrokeshire,0
2826,Green Island (Beach),49.1955,-2.135,South West,Jersey,0
2827,St. Ouens Bay - Le Braye (Beach),49.214,-2.2267,South West,Jersey,0
2828,Golspie - North (Beach),57.979,-3.9457,Northern Scottish Highlands,Highland,0
2829,Achmelvich Bay (Beach),58.17,-5.3061,Northern Scottish Highlands,Highland,0
2830,St Ninians Isle (Beach),59.9702,-1.3363,Orkney and Shetland,Shetland Islands,0
2831,Saltcoats (Beach),55.6377,-4.7982,Western Scotland,North Ayrshire,0
2832,Ardrossan (Beach),55.6493,-4.8181,Western Scotland,North Ayrshire,0
2833,Helens Bay (Beach),54.672,-5.7342,Northern Ireland,County Down,0
2834,Portelet Bay (Beach),49.4347,-2.6631,South West,Guernsey,0
2835,Lunan Bay (Beach),56.6509,-2.5059,Eastern Scottish Highlands,Angus,0
2836,Carnoustie (Beach),56.5005,-2.7019,Eastern Scottish Highlands,Angus,0
2837,Portobello - Central (James Street) (Beach),55.9515,-3.1015,Scottish Border,Edinburgh,0
2838,Longniddry (Beach),55.9852,-2.901,Scottish Border,East Lothian,0
2839,Seacliff (Beach),56.052,-2.6364,Scottish Border,East Lothian,0
2840,Pease Bay (Beach),55.9321,-2.3341,Scottish Border,Scottish Borders,0
2841,Fontygary Bay (Beach),51.3831,-3.3649,Wales,Vale of Glamorgan,0
2842,Porthcawl - Trecco Bay (Beach),51.476,-3.6848,Wales,Bridgend,0
2843,Bracelet Bay (Beach),51.5665,-3.9762,Wales,Swansea,0
2844,Langland Bay (Beach),51.5672,-4.0107,Wales,Swansea,0
2845,Port Eynon (Beach),51.5434,-4.209,Wales,Swansea,0
2846,Amroth (Beach),51.7313,-4.6563,Wales,Pembrokeshire,0
2847,Saundersfoot (Beach),51.7095,-4.6945,Wales,Pembrokeshire,0
2848,Penally (Beach),51.6563,-4.7136,Wales,Pembrokeshire,0
2849,Hell's Mouth (Beach),52.8187,-4.5756,Wales,Gwynedd,0
2850,"Priory Bay, Caldy Island (Beach)",51.6405,-4.6915,Wales,Pembrokeshire,0
2851,Martins Haven (Beach),51.7361,-5.2446,Wales,Pembrokeshire,0
2852,Druidston Haven (Beach),51.8103,-5.105,Wales,Pembrokeshire,0
2853,Crantock (Beach),50.4067,-5.1204,South West,Cornwall,0
2854,Berrow - North Of Unity Farm (Beach),51.293,-3.018,South West,Somerset,0
2855,Burnham-On-Sea - Jetty (Beach),51.2398,-3.0054,South West,Somerset,0
2856,Winterbourne,52.767,-2.433,West Midlands,Telford and Wrekin,66
2857,Rumbling Bridge,56.176,-3.5818,Central Scotland,Perth and Kinross,137
2858,Rydal Fell,54.4739,-2.9928,North West,Cumbria,615
2859,Sca Fell,54.4474,-3.2233,North West,Cumbria,964
2860,Severn Beach,51.5616,-2.6614,South West,South Gloucestershire,5
2861,Sgurr Nan Gillean,56.9545,-6.3095,Northern Scottish Highlands,Highland,764
2862,Shell Top,50.4688,-3.9616,South West,Devon,483
2863,Slieve Binnian,54.1447,-5.9823,Northern Ireland,County Down,747
2864,Slievenanee,55.0272,-6.1781,Northern Ireland,County Antrim,543
2865,Snowhope Hill,54.7064,-2.0871,North East,Durham,607
2866,Taberon Law,55.5459,-3.3525,Scottish Border,Scottish Borders,636
2867,Three Barrows,50.45,-3.9,South West,Devon,464
2868,Trostan,55.0456,-6.1524,Northern Ireland,County Antrim,554
2869,Twmpa,52.0081,-3.1295,Wales,Powys,690
2870,Water Crag,54.4368,-2.1102,Yorkshire & Humber,North Yorkshire,668
2871,Wedder Law,55.3116,-3.6592,Western Scotland,South Lanarkshire,668
2872,White Ridge,50.6227,-3.9107,South West,Devon,506
2873,Whittle Hill,53.6667,-2.2653,North West,Lancashire,467
2874,Wind Fell,55.3422,-3.2949,Scottish Border,Dumfries and Galloway,665
2875,Rostherne No 2,53.3598,-2.3805,North West,Cheshire East,35
2876,Ainshval,56.9659,-6.3137,Northern Scottish Highlands,Highland,781
2877,Arenig Fawr,52.9168,-3.7447,Wales,Gwynedd,854
2878,Beinn A' Chruinnich,57.203,-3.2632,Eastern Scottish Highlands,Moray,778
2879,Bell Craig,55.4029,-3.2843,Scottish Border,Scottish Borders,623
2880,Ben Rinnes,57.4035,-3.2407,Eastern Scottish Highlands,Moray,840
2881,Black Fell,54.7932,-2.5472,North West,Cumbria,664
2882,Black Hambleton,54.3446,-1.2593,Yorkshire & Humber,North Yorkshire,400
2883,Black Shoulder,55.2489,-4.1942,Scottish Border,Dumfries and Galloway,710
2884,Bodiam,50.99523,0.54399,South East,East Sussex,22
2885,Cadair Berwyn,52.8758,-3.3875,Wales,Powys,827
2886,Calf Top,54.265,-2.5152,North West,Cumbria,610
2887,Capel Fell,55.349,-3.3185,Scottish Border,Scottish Borders,678
2888,Cardiff,51.4878,-3.1873,Wales,Cardiff,0
2889,Carn Ealasaid,57.1905,-3.278,Eastern Scottish Highlands,Aberdeenshire,792
2890,Carnanelly,54.7726,-6.9498,Northern Ireland,County Tyrone,564
2891,Corn Du,51.8812,-3.4426,Wales,Powys,873
2892,Corryhabbie Hill,57.3448,-3.1949,Eastern Scottish Highlands,Moray,781
2893,Cranmere Pool,50.6548,-3.9766,South West,Devon,568
2894,Croft Head,55.3376,-3.3354,Scottish Border,Dumfries and Galloway,637
2895,Cross Fell,54.703,-2.4855,North West,Cumbria,893
2896,Denstone,52.957,-1.8645,West Midlands,Staffordshire,140
2897,Dollar Law,55.5373,-3.3025,Scottish Border,Scottish Borders,817
2898,Dow Crag,54.3702,-3.1353,North West,Cumbria,778
2899,Dun Da Ghaoithe,56.4608,-5.7789,Western Scotland,Argyll and Bute,766
2900,Dun Rig,55.5719,-3.1846,Scottish Border,Scottish Borders,744
2901,Dunkery Beacon,51.1623,-3.5855,South West,Somerset,519
2902,Eagle Mountain,54.1397,-6.0951,Northern Ireland,County Down,635
2903,Easby Moor,54.4829,-1.0891,Yorkshire & Humber,North Yorkshire,324
2904,Ettrick Pen,55.3562,-3.2621,Scottish Border,Dumfries and Galloway,692
2905,Fairfield,54.497,-2.9902,North West,Cumbria,873
2906,Fairlie,55.7554,-4.8535,Western Scotland,North Ayrshire,19
2907,Faversham,51.2965,0.8796,South East,Kent,46
2908,Featherbed Top,53.4252,-1.8633,East Midlands,Derbyshire,544
2909,Finlieve,54.1181,-6.1083,Northern Ireland,County Down,575
2910,Finstown,59.0085,-3.1208,Orkney and Shetland,Orkney Islands,17
2911,Foel Grach,53.1738,-3.962,Wales,Conwy,976
2912,Fountains Fell,54.1397,-2.2079,Yorkshire & Humber,North Yorkshire,668
2913,Gana Hill,55.292,-3.6474,Scottish Border,Dumfries and Galloway,668
2914,Garreg Lwyd,51.8452,-3.8288,Wales,Carmarthenshire,616
2915,Glyder Fawr,53.1012,-4.0279,Wales,Gwynedd,1001
2916,Goat Fell,55.6259,-5.1907,Western Scotland,North Ayrshire,874
2917,Gogerddan,52.43193,-4.01929,Wales,Ceredigion,31
2918,Great Calva,54.6708,-3.0994,North West,Cumbria,690
2919,Great End,54.4646,-3.1934,North West,Cumbria,910
2920,Great Mis Tor,50.5736,-4.0301,South West,Devon,538
2921,Great Shunner Fell,54.3707,-2.233,Yorkshire & Humber,North Yorkshire,716
2922,Green Lowther,55.3899,-3.7362,Western Scotland,South Lanarkshire,732
2923,Harter Fell,54.3867,-3.2036,North West,Cumbria,649
2924,Harter Fell,54.4722,-2.8349,North West,Cumbria,764
2925,Herman Law,55.4288,-3.2429,Scottish Border,Scottish Borders,614
2926,High Neb,53.3642,-1.6571,East Midlands,South Yorkshire,458
2927,Hundleshope Heights,55.5927,-3.1911,Scottish Border,Scottish Borders,686
2928,Kirriereoch Hill,55.1523,-4.4785,Scottish Border,Dumfries and Galloway,786
2929,Knocklayd,55.1622,-6.2494,Northern Ireland,County Antrim,517
2930,Larg Hill,55.0509,-4.4663,Scottish Border,Dumfries and Galloway,676
2931,Letterach,57.2709,-3.1901,Eastern Scottish Highlands,Moray,788
2932,Llanfairpwll,53.2234,-4.1998,Wales,Isle of Anglesey,59
2933,Llwytmor,53.2036,-3.9624,Wales,Gwynedd,849
2934,Loch Fell,55.3295,-3.3082,Scottish Border,Dumfries and Galloway,688
2935,Lose Hill,53.3648,-1.7694,East Midlands,Derbyshire,476
2936,Meenard Mountain,54.8295,-6.9533,Northern Ireland,County Tyrone,628
2937,Merrick,55.1392,-4.4672,Scottish Border,Dumfries and Galloway,843
2938,Morven,57.1228,-3.0294,Eastern Scottish Highlands,Aberdeenshire,871
2939,Mullaghash,54.8623,-6.9995,Northern Ireland,County Londonderry,480
2940,Myerscough,53.85361,-2.76541,North West,Lancashire,14
2941,Newtonmore,57.0645,-4.1208,Northern Scottish Highlands,Highland,248
2942,North Heath,50.99321,-0.47659,South East,West Sussex,21
2943,Pen Pumlumon-Arwystli,52.4749,-3.7449,Wales,Ceredigion,741
2944,Peterculter,57.0987,-2.2637,Eastern Scottish Highlands,Aberdeen,69
2945,Petre's Pit,50.4665,-3.8936,South West,Devon,467
2946,Quarriers Homes,55.8671,-4.6175,Western Scotland,Inverclyde,61
2947,Buckden,54.1904,-2.0903,Yorkshire & Humber,North Yorkshire,228
2948,Fremington,54.3865,-1.9319,Yorkshire & Humber,North Yorkshire,172
2949,Grassington Moor,54.079,-1.9711,Yorkshire & Humber,North Yorkshire,294
2950,Hebden,54.0639,-1.963,Yorkshire & Humber,North Yorkshire,176
2951,Long Preston,54.0197,-2.2549,Yorkshire & Humber,North Yorkshire,150
2952,Selside,54.1772,-2.3369,Yorkshire & Humber,North Yorkshire,289
2953,Swaledale,54.3979,-2.0949,Yorkshire & Humber,North Yorkshire,364
2954,Hemsley Moor,54.2976,-1.0754,Yorkshire & Humber,North Yorkshire,262
2955,Hutton-Le-Hole,54.3011,-0.918,Yorkshire & Humber,North Yorkshire,97
2956,Caddow Combe,51.2429,-3.7825,South West,Devon,25
2957,Okehampton Army Training Camp,50.7198,-4.0024,South West,Devon,345
2958,Fur Tor,50.6308,-3.9992,South West,Devon,572
2959,Beardown Tors,50.5791,-3.9755,South West,Devon,513
2960,Ugborough Beacon,50.4168,-3.8756,South West,Devon,378
2961,Manaton,50.6131,-3.758,South West,Devon,247
2962,Buckland In The Moor,50.5435,-3.8065,South West,Devon,222
2963,Kennick Reservoir,50.6456,-3.6925,South West,Devon,237
2964,Venford Reservoir,50.522,-3.8543,South West,Devon,304
2965,Avon Dam Reservoir,50.473,-3.8665,South West,Devon,325
2966,Winsford Hill,51.0899,-3.5801,South West,Somerset,370
2967,Pinkery Centre,51.1551,-3.8273,South West,Somerset,394
2968,Wheddon Cross,51.1383,-3.539,South West,Somerset,279
2969,Edale Moorland Centre,53.3673,-1.8166,East Midlands,Derbyshire,245
2970,Derwent Valley,53.4158,-1.7449,East Midlands,Derbyshire,230
2971,Burley,50.8264,-1.7017,South East,Hampshire,70
2972,South Harting,50.9698,-0.8824,South East,West Sussex,64
2973,Balloch,56.003,-4.5835,Western Scotland,West Dunbartonshire,6
2974,Ease Gill,54.2194,-2.5008,North West,Cumbria,313
2975,Wild Boar Fell,54.3843,-2.374,North West,Cumbria,708
2976,Criccieth Castle,52.9162,-4.2324,Wales,Gwynedd,14
2977,Llys Y Fran County Park,51.8886,-4.854,Wales,Pembrokeshire,86
2978,Solva,51.8741,-5.1974,Wales,Pembrokeshire,26
2979,Wroxham,52.7043,1.4061,Eastern England,Norfolk,8
2980,Burgh Castle,52.5871,1.6596,Eastern England,Norfolk,7
2981,Crai Reservoir,51.883,-3.6237,Wales,Powys,314
2982,Holystone,55.3178,-2.0724,North East,Northumberland,119
2983,Carreg Cennen,51.8543,-3.9356,Wales,Carmarthenshire,231
2984,Blair Drummond Safari Park,56.165,-4.0371,Central Scotland,Stirling,11
2985,Tyndrum,56.4362,-4.711,Central Scotland,Stirling,229
2986,Drymen,56.0671,-4.4525,Central Scotland,Stirling,44
2987,Inverlochlarig,56.33307,-4.5262,Central Scotland,Stirling,106
2988,Glenlivet Distillery,57.3434,-3.3378,Eastern Scottish Highlands,Moray,251
2989,Bosherston Lily Ponds,51.6138,-4.9257,Wales,Pembrokeshire,8
2990,Grizedale Forest Visitor Centre,54.3407,-3.0231,North West,Cumbria,103
2991,Sugar Loaf,51.8626,-3.0578,Wales,Monmouthshire,575
2992,Blorenge,51.8006,-3.0599,Wales,Monmouthshire,545
2993,Rothamsted,51.8067,-0.3602,Eastern England,Hertfordshire,128
2994,Crosfields School,51.42282,-0.94788,South East,Reading,81
2995,Robert Fitzroy Academy,51.38651,-0.08205,South East,Greater London,82
2996,St Joseph's School,50.643017,-4.366885,South West,Cornwall,78
2997,Arrochymore,56.09272,-4.54804,Central Scotland,Stirling,30
2998,Newport Primary School,56.432655,-2.935311,Central Scotland,Fife,51
2999,Ffos Las Racecourse,51.73112,-4.23998,Wales,Carmarthenshire,30
3000,Southampton Airport,50.9503,-1.3567,South East,Hampshire,11
3001,London City Airport,51.5048,0.058,South East,Greater London,5
3002,Cranfield,52.0703,-0.6267,Eastern England,Central Bedfordshire,109
3003,Belfast City Airport,54.613,-5.877,Northern Ireland,County Antrim,5
3004,Leeds Bradford Airport,53.8658,-1.6606,Yorkshire & Humber,West Yorkshire,203
3005,Durham Tees Valley Airport,54.5125,-1.4235,North East,Stockton-on-Tees,37
3006,Aboyne,57.077,-2.836,Eastern Scottish Highlands,Aberdeenshire,140
3007,Inverbervie,56.852,-2.264,Eastern Scottish Highlands,Aberdeenshire,134
3008,Campbeltown Airport,55.441,-5.699,Western Scotland,Argyll and Bute,10
3009,Sella Ness,60.447,-1.277,Orkney and Shetland,Shetland Islands,7
3010,Stornoway,58.214,-6.325,Northern Scottish Highlands,Na h-Eileanan Siar,15
3011,Loch Glascarnoch,57.725,-4.896,Northern Scottish Highlands,Highland,265
3012,Bealach Na Ba,57.4175,-5.689,Northern Scottish Highlands,Highland,773
3013,Cassley,58.167,-4.733,Northern Scottish Highlands,Highland,99
3014,Camborne,50.218,-5.33,South West,Cornwall,87
3015,St Catherines Pt.,50.577,-1.297,South East,Isle of Wight,16
3016,Thorney Island,50.815,-0.923,South East,West Sussex,4
3017,Solent Mrsc,50.807,-1.208,South East,Hampshire,9
3018,Herstmonceux West End,50.89,0.319,South East,East Sussex,52
3019,St Angelo,54.4,-7.65,Northern Ireland,County Fermanagh,47
3020,Castlederg,54.707,-7.577,Northern Ireland,County Tyrone,49
3021,Portrush,55.208,-6.655,Northern Ireland,County Antrim,8
3022,Roches Point,51.799,-8.25,Republic of Ireland,none,40
3023,Durham,54.767,-1.583,North East,Durham,102
3024,Stonyhurst,53.85,-2.467,North West,Lancashire,115
3025,Rochdale,53.6,-2.183,North West,Greater Manchester,110
3026,Trawsgoed,52.344,-3.947,Wales,Ceredigion,63
3027,Sennybridge,52.063,-3.614,Wales,Powys,307
3028,Brize Norton,51.758,-1.576,South East,Oxfordshire,81
3029,Northolt,51.548,-0.415,South East,Greater London,40
3030,Chivenor,51.089,-4.149,South West,Devon,6
3031,Heathrow,51.479,-0.449,South East,Greater London,25
3032,Glasgow/Bishopton,55.907,-4.533,Western Scotland,Renfrewshire,59
3033,Walney Island,54.125,-3.257,North West,Cumbria,15
3034,Shap,54.501,-2.684,North West,Cumbria,255
3035,Great Dun Fell 2,54.684,-2.45,North West,Cumbria,847
3036,Snowdon Summit,53.068,-4.077,Wales,Gwynedd,1040
3037,Leek,53.12755,-1.97993,West Midlands,Staffordshire,298
3038,Woodford,53.34,-2.154,North West,Greater Manchester,88
3039,Scampton,53.307,-0.546,East Midlands,Lincolnshire,57
3040,Aberdaron,52.789,-4.742,Wales,Gwynedd,95
3041,Bristol,51.4541,-2.5866,South West,Bristol,1
3042,Derby,52.9222,-1.4731,East Midlands,Derby,46
3043,Cannington,51.153,-3.065,South West,Somerset,11
3044,Swansea,51.621,-3.9424,Wales,Swansea,10
3045,Bude,50.8262,-4.5425,South West,Cornwall,7
3046,Felixstowe,51.9613,1.353,Eastern England,Suffolk,20
3047,Fraserburgh,57.6935,-2.006,Eastern Scottish Highlands,Aberdeenshire,14
3048,Porthmadog,52.9276,-4.1321,Wales,Gwynedd,9
3049,Skegness,53.1461,0.3396,East Midlands,Lincolnshire,5
3050,Whitstable,51.3606,1.0259,South East,Kent,1
3051,Inverness,57.4779,-4.2233,Northern Scottish Highlands,Highland,13
3052,Banbury,52.0625,-1.3383,South East,Oxfordshire,99
3053,Pershore,52.1096,-2.0734,West Midlands,Worcestershire,19
3054,Mallaig,57.004,-5.826,Northern Scottish Highlands,Highland,18
3055,Exmouth,50.6195,-3.4125,South West,Devon,3
3056,Stoke-On-Trent,53.0024,-2.178,West Midlands,Stoke-on-Trent,106
3057,Sunderland,54.9068,-1.3822,North East,Sunderland,33
3058,Barrow-In-Furness,54.1088,-3.2175,North West,Cumbria,9
3059,Blackburn,53.7484,-2.4861,North West,Blackburn with Darwen,108
3060,Doncaster,53.5226,-1.1269,Yorkshire & Humber,South Yorkshire,16
3061,Dover,51.1259,1.3179,South East,Kent,2
3062,Folkestone,51.0809,1.1711,South East,Kent,40
3063,Hastings,50.8537,0.5751,South East,East Sussex,10
3064,Hull,53.7492,-0.3471,Yorkshire & Humber,Kingston upon Hull,2
3065,Kilmarnock,55.6147,-4.4975,Western Scotland,East Ayrshire,49
3066,Lincoln,53.2304,-0.539,East Midlands,Lincolnshire,15
3067,Margate,51.3892,1.3886,South East,Kent,10
3068,Northampton,52.2401,-0.9011,East Midlands,Northamptonshire,69
3069,Portsmouth,50.7922,-1.0949,South East,Portsmouth,2
3070,Preston,53.763,-2.7017,North West,Lancashire,30
3071,Rochdale,53.6139,-2.1604,North West,Greater Manchester,132
3072,Appledore,51.05,-4.2,South West,Devon,34
3073,Ardrossan,55.6439,-4.8106,Western Scotland,North Ayrshire,6
3074,Watchet,51.1813,-3.3279,South West,Somerset,8
3075,Wells,51.2089,-2.6433,South West,Somerset,44
3076,Wisbech,52.666,0.1605,Eastern England,Cambridgeshire,1
3077,Wrexham,53.0428,-2.9911,Wales,Wrexham,79
3078,Abingdon,51.6704,-1.2865,South East,Oxfordshire,52
3079,Falmouth,50.152,-5.0652,South West,Cornwall,9
3080,Macduff,57.6708,-2.4963,Eastern Scottish Highlands,Aberdeenshire,7
3081,Mistley,51.9444,1.08,Eastern England,Essex,10
3082,Hoddesdon,51.7596,-0.0134,Eastern England,Hertfordshire,43
3083,Neath Abbey,51.66,-3.83,Wales,Neath Port Talbot,10
3084,Padstow,50.5416,-4.9379,South West,Cornwall,5
3085,Par,50.35,-4.72,South West,Cornwall,34
3086,Peterhead,57.5083,-1.7824,Eastern Scottish Highlands,Aberdeenshire,14
3087,Fishguard,51.9936,-4.9749,Wales,Pembrokeshire,62
3088,Barry,51.3993,-3.2813,Wales,Vale of Glamorgan,17
3089,Bridport,50.7331,-2.757,South West,Dorset,11
3090,Brixham,50.3946,-3.5127,South West,Torbay,3
3091,Buckie,57.6776,-2.9658,Eastern Scottish Highlands,Moray,20
3092,Builth Wells,52.1496,-3.4024,Wales,Powys,125
3093,Burghead,57.7021,-3.4907,Eastern Scottish Highlands,Moray,7
3094,Charlestown,57.1008,-2.1135,Eastern Scottish Highlands,Aberdeenshire,83
3095,Coleraine,55.1385,-6.6681,Northern Ireland,County Londonderry,5
